Instance, N, M, density %, max_deg, mean_deg, sd_deg, n_neg %, n_zero %, n_pos %, max_precision, mean_w, sd_w,interesting,toroidal
g000119,100,4901,99.010,99.000,98.020,1.029,49.194,0,50.806,1,1.000,0.000,,
g000120,6017,8059299,44.529,2809.000,2678.843,38.337,1.147,1,97.707,2,42.014,25.067,1,
g000121,3683,6717,0.099,4.000,3.648,0.491,0.000,0,100.000,3,58.186,43.264,1,
g000122,100,200,4.040,9.000,4.000,1.860,0.000,0,100.000,2,5.665,2.899,1,
g000123,587,97180,56.503,375.000,331.107,12.101,0.000,0,100.000,12,28.419,11.506,1,
g000124,55,55,3.704,3.000,2.000,0.739,0.000,0,100.000,7,852556.364,627163.888,1,
g000125,815,10595,3.194,38.000,26.000,3.408,0.000,0,100.000,14,0.501,0.139,1,
g000126,839,154224,43.871,838.000,367.638,236.364,0.000,0,100.000,14,0.293,0.045,1,
g000128,2518,4985,0.157,14.000,3.959,0.884,0.000,0,100.000,7,79442.259,270392.200,1,
g000129,640,1280,0.626,11.000,4.000,1.948,0.000,0,100.000,3,116.570,38.912,1,
g000130,78,95,3.164,4.000,2.436,0.841,0.000,0,100.000,7,811768.284,638168.899,1,
g000131,860,118560,32.098,334.000,275.721,14.032,0.000,0,100.000,12,2.901,13.011,1,
g000132,800,6453,2.019,29.000,16.133,4.008,0.000,0,100.000,1,2.355,1.242,1,
g000135,80,3160,100.000,79.000,79.000,0.000,0.000,0,100.000,3,114.604,37.440,1,
g000136,100,2475,50.000,59.000,49.500,3.913,46.384,5,48.283,2,5.230,3.067,,
g000137,120,2105,29.482,45.000,35.083,4.595,50.404,0,49.596,2,25.526,14.407,,
g000138,200,19900,100.000,199.000,199.000,0.000,0.000,0,100.000,15,1664.187,892.129,1,
g000139,766,38300,13.072,125.000,100.000,6.467,23.222,3,73.493,2,9.403,6.596,1,
g000140,211,380,1.715,5.000,3.602,0.756,0.000,0,100.000,6,13959.118,34590.064,1,
g000141,64,192,9.524,6.000,6.000,0.000,0.000,0,100.000,3,143.005,47.278,,
g000143,4990,3015093,24.222,1309.000,1208.454,30.333,0.000,0,100.000,12,57.340,17.745,1,
g000144,512,1536,1.174,6.000,6.000,0.000,51.172,0,48.828,6,79071.931,59167.453,1,
g000145,143,211,2.078,4.000,2.951,0.805,0.000,0,100.000,7,565211.791,547187.246,1,
g000146,160,2544,20.000,45.000,31.800,4.643,0.000,0,100.000,3,129.353,51.120,1,
g000148,732,175339,65.536,514.000,479.068,12.778,0.000,0,100.000,12,15.499,6.060,1,
g000149,2500,12500,0.400,24.000,10.000,3.161,0.000,0,100.000,2,5.487,2.868,1,
g000150,160,812,6.384,21.000,10.150,3.101,0.000,0,100.000,3,109.319,30.401,1,
g000151,339,522,0.911,4.000,3.080,0.697,0.000,0,100.000,7,379271.098,335980.952,1,
g000152,843,112892,31.809,842.000,267.834,245.107,0.000,0,100.000,2,10.000,0.000,,
g000153,2301,4602,0.174,4.000,4.000,0.000,0.000,0,100.000,16,0.112,0.101,1,1
g000154,80,316,10.000,13.000,7.900,2.453,50.000,0,50.000,1,1.000,0.000,,
g000155,188,238,1.354,4.000,2.532,0.865,0.000,0,100.000,7,459581.420,347299.310,1,
g000156,1000,34837,6.974,85.000,69.674,4.127,8.310,0,91.690,15,13.487,8.027,1,
g000157,93,127,2.969,4.000,2.731,0.818,0.000,0,100.000,7,669034.661,526833.782,1,
g000158,1331,19965,2.256,30.000,30.000,0.000,0.000,0,100.000,1,1.092,0.288,,
g000159,2500,3125,0.100,10.000,2.500,1.584,0.000,0,100.000,2,5.545,2.902,1,
g000160,672,176478,78.276,554.000,525.232,10.475,21.057,0,78.943,1,1.000,0.000,1,
g000161,50,100,8.163,9.000,4.000,1.939,0.000,0,100.000,2,5.340,2.940,1,
g000162,80,3160,100.000,79.000,79.000,0.000,0.000,0,100.000,3,119.527,42.411,1,
g000163,117,151,2.225,4.000,2.581,0.850,0.000,0,100.000,7,584314.272,363072.872,1,
g000164,100,4901,99.010,99.000,98.020,1.166,49.153,0,50.847,1,1.000,0.000,,
g000165,21,45,21.429,6.000,4.286,1.278,4.444,0,95.556,2,50.044,27.443,,
g000166,339,579,1.011,4.000,3.416,0.625,0.000,0,100.000,2,8.827,3.985,1,
g000167,640,960,0.469,13.000,3.000,1.747,0.000,0,100.000,3,156.652,63.403,1,
g000168,678,1030,0.449,4.000,3.038,0.684,0.000,0,100.000,3,108.462,106.509,1,
g000169,113,142,2.244,4.000,2.513,0.766,0.000,0,100.000,7,635005.423,421684.618,1,
g000170,757,1493,0.522,6.000,3.945,0.676,0.000,0,100.000,6,15615.675,36274.014,1,
g000171,640,960,0.469,10.000,3.000,1.795,0.000,0,100.000,3,107.657,29.327,1,
g000172,500,12276,9.840,67.000,49.104,6.803,49.128,0,50.872,3,49.916,28.520,1,
g000173,627,17076,8.701,103.000,54.469,22.337,0.000,0,100.000,1,3.000,0.000,1,
g000174,500,625,0.501,10.000,2.500,1.534,0.000,0,100.000,2,5.475,2.916,1,
g000175,80,3160,100.000,79.000,79.000,0.000,0.000,0,100.000,3,149.463,60.967,1,
g000176,320,480,0.940,13.000,3.000,1.734,0.000,0,100.000,3,147.352,58.825,1,
g000177,1244,2474,0.320,15.000,3.977,0.804,0.000,0,100.000,6,6875.390,25290.458,1,
g000178,5569,7028078,45.330,2635.000,2524.000,29.447,0.000,0,100.000,16,0.767,0.600,1,
g000179,2500,62500,2.001,75.000,50.000,7.062,0.000,0,100.000,2,5.500,2.874,1,
g000180,2048,11264,0.537,11.000,11.000,0.000,0.000,0,100.000,3,104.998,3.167,,
g000182,125,750,9.677,12.000,12.000,0.000,0.000,0,100.000,1,1.208,0.404,,
g000183,172,224,1.523,4.000,2.605,0.866,0.000,0,100.000,7,548095.237,371447.593,1,
g000184,5113,6513962,49.844,2651.000,2548.000,26.346,0.000,0,100.000,14,0.556,0.114,1,
g000185,45,270,27.273,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g000187,591,86978,49.888,583.000,294.342,156.087,16.592,0,83.408,1,1.000,0.000,,
g000188,2156,760607,32.741,797.000,705.572,22.342,0.000,0,100.000,12,48.992,15.410,1,
g000189,701,101645,41.429,319.000,290.000,9.302,0.000,0,100.000,12,7.393,0.581,1,
g000190,112,147,2.365,4.000,2.625,0.803,0.000,0,100.000,7,586809.571,452182.228,1,
g000191,37,43,6.456,4.000,2.324,0.902,0.000,0,100.000,7,927960.349,531781.127,1,
g000192,125,375,4.839,6.000,6.000,0.000,49.867,0,50.133,1,1.000,0.000,1,
g000193,50,108,8.816,9.000,4.320,1.593,61.111,0,38.889,2,50.907,27.526,1,
g000194,342,552,0.947,4.000,3.228,0.705,0.000,0,100.000,2,8.855,3.983,1,
g000195,1348,276229,30.426,1063.000,409.835,134.144,0.000,0,100.000,16,0.103,0.103,1,
g000196,26,130,40.000,10.000,10.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g000197,80,120,3.797,11.000,3.000,1.782,0.000,0,100.000,3,118.917,38.764,1,
g000198,6579,3131376,14.471,1051.000,951.931,27.905,0.000,0,100.000,1,4.000,0.000,1,
g000199,785,146392,47.573,703.000,372.973,135.361,0.130,0,99.870,16,17.594,6.783,1,
g000200,878,187014,48.575,478.000,426.000,11.714,6.567,1,92.329,2,39.455,25.565,1,
g000201,2744,8232,0.219,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g000202,80,1580,50.000,50.000,39.500,4.373,0.000,0,100.000,1,1.000,0.000,,
g000203,27,78,22.222,12.000,5.778,1.950,0.000,0,100.000,5,20173.782,13191.030,,
g000204,904,1806,0.442,7.000,3.996,0.578,0.000,0,100.000,6,13241.006,33872.681,1,
g000206,151,216,1.907,4.000,2.861,0.746,0.000,0,100.000,7,554566.787,479279.952,1,
g000207,2000,5745,0.287,14.000,5.745,5.991,0.000,0,100.000,6,2366.057,6424.089,1,
g000209,90,3963,98.951,89.000,88.067,0.867,100.000,0,0.000,3,50.504,28.724,,
g000210,1000,169832,34.000,414.000,339.664,18.552,0.000,0,100.000,1,4.000,0.000,1,
g000211,6159,9096843,47.970,3087.000,2954.000,31.618,0.000,0,100.000,16,0.017,0.017,1,
g000212,6359,7706981,38.125,2591.000,2423.960,39.378,0.000,0,100.000,16,0.023,0.023,1,
g000213,160,2544,20.000,46.000,31.800,5.151,0.000,0,100.000,3,115.087,38.635,1,
g000214,555,1448,0.942,88.000,5.218,6.128,0.000,0,100.000,12,78.141,17.801,1,
g000215,725,1450,0.552,4.000,4.000,0.000,0.000,0,100.000,12,1648898.939,57744855.834,1,1
g000216,320,480,0.940,10.000,3.000,1.686,0.000,0,100.000,3,105.183,24.683,1,
g000217,1835,2429,0.144,4.000,2.647,0.845,0.000,0,100.000,6,13954.311,12161.479,1,
g000218,2000,11778,0.589,210.000,11.778,13.758,49.881,0,50.119,1,1.000,0.000,1,
g000219,5268,3044855,21.948,1285.000,1155.981,30.215,0.000,0,100.000,2,37.491,16.729,1,
g000220,570,808,0.498,9.000,2.835,1.377,0.000,0,100.000,1,1.000,0.000,1,
g000221,1400,11226,1.146,36.000,16.037,3.942,0.000,0,100.000,1,2.345,1.243,1,
g000222,6309,7774,0.039,135.000,2.464,3.774,0.000,0,100.000,2,18.082,6.059,1,
g000223,5515,6052,0.040,124.000,2.195,3.555,0.000,0,100.000,12,9.530,2.599,1,
g000224,160,812,6.384,19.000,10.150,2.716,0.000,0,100.000,3,127.517,48.151,1,
g000225,100,2475,50.000,61.000,49.500,5.013,47.515,4,48.040,2,5.233,3.008,,
g000226,2263,899276,35.135,959.000,794.764,42.164,0.000,0,100.000,13,0.625,0.117,1,
g000227,600,4821,2.683,29.000,16.070,4.090,0.000,0,100.000,1,2.352,1.237,1,
g000228,2000,11766,0.589,326.000,11.766,13.614,0.000,0,100.000,1,1.000,0.000,1,
g000230,2607,1248522,36.755,1009.000,957.823,11.578,0.000,0,100.000,12,4.459,72.630,1,
g000232,1000,5909,1.183,156.000,11.818,12.930,0.000,0,100.000,1,1.000,0.000,1,
g000233,320,51040,100.000,319.000,319.000,0.000,0.000,0,100.000,3,104.520,22.624,1,
g000234,5199,2433132,18.007,1004.000,936.000,18.451,0.000,0,100.000,12,38.491,21.638,1,
g000235,580,17980,10.708,75.000,62.000,4.100,0.000,0,100.000,2,26.628,15.073,1,
g000236,80,160,5.063,9.000,4.000,1.817,0.000,0,100.000,3,112.975,35.804,1,
g000237,298,503,1.137,4.000,3.376,0.618,0.000,0,100.000,2,8.865,3.983,1,
g000238,64,288,14.286,9.000,9.000,0.000,0.000,0,100.000,3,130.413,42.937,1,
g000239,80,160,5.063,10.000,4.000,1.917,0.000,0,100.000,3,134.944,50.468,1,
g000241,100,2475,50.000,61.000,49.500,4.955,46.586,4,48.768,2,5.301,3.028,,
g000242,925,1738,0.407,10.000,3.758,0.817,0.000,0,100.000,6,8059.564,27205.191,1,
g000243,953,379851,83.736,831.000,797.169,11.808,0.000,0,100.000,14,0.750,0.144,1,
g000244,160,320,2.516,11.000,4.000,1.837,0.000,0,100.000,3,148.694,61.555,1,
g000245,981,237728,49.456,928.000,484.665,200.188,0.000,0,100.000,12,1.663,1.428,1,
g000246,3250,2294500,43.460,1478.000,1412.000,19.614,0.000,0,100.000,12,28.881,10.467,1,
g000247,80,3160,100.000,79.000,79.000,0.000,0.000,0,100.000,3,119.720,42.443,1,
g000248,29,203,50.000,14.000,14.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g000249,2000,5772,0.289,14.000,5.772,6.024,0.000,0,100.000,6,1554.920,3559.195,1,
g000250,512,2304,1.761,9.000,9.000,0.000,0.000,0,100.000,3,130.512,43.840,,
g000251,120,2120,29.692,48.000,35.333,5.344,50.142,0,49.858,2,25.953,14.563,,
g000252,304,571,1.240,5.000,3.757,0.743,0.000,0,100.000,6,16992.566,37514.097,1,
g000253,80,3128,98.987,79.000,78.200,0.914,51.694,0,48.306,1,1.000,0.000,,
g000254,1000,349788,70.028,742.000,699.576,14.424,0.000,0,100.000,16,0.000,0.000,1,
g000255,6405,10454,0.051,4.000,3.264,0.676,0.000,0,100.000,2,8.841,3.996,1,
g000256,957,432165,94.473,925.000,903.166,7.287,20.714,0,79.286,1,1.000,0.000,1,
g000257,5180,7372101,54.960,2976.000,2846.371,34.719,0.000,0,100.000,12,38.856,10.110,1,
g000258,668,153816,69.045,493.000,460.527,11.662,1.251,1,97.437,2,37.486,22.470,1,
g000259,100,4915,99.293,99.000,98.300,0.964,51.027,0,48.973,2,25.727,14.351,,
g000260,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,102.313,17.373,1,
g000261,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,149.492,61.383,1,
g000262,2500,5000,0.160,16.000,4.000,2.029,0.000,0,100.000,2,5.504,2.871,1,
g000263,503,34819,27.579,168.000,138.445,9.510,0.000,0,100.000,13,10.977,4.959,1,
g000264,1000,1250,0.250,13.000,2.500,1.563,0.000,0,100.000,2,5.250,2.857,1,
g000265,535,716,0.501,41.000,2.677,3.222,42.877,0,57.123,14,33.496,24.935,1,
g000266,120,5627,78.810,105.000,93.783,4.209,49.725,0,50.275,2,25.522,14.460,,
g000267,512,2304,1.761,9.000,9.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g000268,750,1500,0.534,4.000,4.000,0.000,0.000,0,100.000,12,61.102,17.116,1,1
g000269,4859,6539,0.055,4.000,2.692,0.979,0.000,0,100.000,6,7891.432,29138.497,1,
g000270,640,960,0.469,10.000,3.000,1.699,0.000,0,100.000,3,114.893,38.244,1,
g000271,200,1575,7.915,27.000,15.750,3.892,0.000,0,100.000,1,2.354,1.229,1,
g000272,128,227,2.793,5.000,3.547,0.769,0.000,0,100.000,6,14983.881,35597.644,1,
g000273,190,254,1.415,4.000,2.674,0.820,0.000,0,100.000,7,465878.945,326046.368,1,
g000274,800,1600,0.501,4.000,4.000,0.000,48.938,0,51.062,1,1.000,0.000,1,1
g000275,640,1280,0.626,11.000,4.000,1.948,0.000,0,100.000,3,116.570,38.912,1,
g000276,1326,65025,7.402,100.000,98.077,9.615,97.990,0,2.010,1,1.000,0.000,,
g000277,640,4135,2.022,27.000,12.922,3.676,0.000,0,100.000,3,102.394,17.459,1,
g000278,2853,3335,0.082,46.000,2.338,2.459,0.000,0,100.000,2,20.000,0.000,1,
g000279,80,316,10.000,16.000,7.900,2.778,51.266,0,48.734,1,1.000,0.000,,
g000280,24,32,11.594,4.000,2.667,0.986,0.000,0,100.000,7,1083305.656,724118.040,,
g000281,3792,327703,4.559,339.000,172.839,94.284,0.000,0,100.000,12,15.928,1.542,1,
g000282,684,993,0.425,4.000,2.904,0.770,0.000,0,100.000,7,261056.005,213363.130,1,
g000283,3364,406237,7.182,297.000,241.520,14.956,0.000,0,100.000,12,1.499,0.846,1,
g000284,777,1358,0.450,4.000,3.495,0.572,0.000,0,100.000,2,8.876,3.992,1,
g000285,594,1188,0.675,4.000,4.000,0.000,0.000,0,100.000,12,29.888,14.809,1,1
g000287,3880,7460357,99.138,3865.000,3845.545,5.779,12.679,0,87.321,16,15.160,9.977,1,
g000288,45,59,5.960,4.000,2.622,0.950,0.000,0,100.000,7,1083149.203,914975.309,1,
g000289,400,800,1.003,4.000,4.000,0.000,47.625,0,52.375,6,79771.825,60574.703,1,1
g000291,775,1471,0.490,14.000,3.796,0.985,0.000,0,100.000,6,10949.958,31207.195,1,
g000292,212,381,1.703,4.000,3.594,0.554,0.000,0,100.000,2,8.948,3.980,,
g000294,47,1081,100.000,46.000,46.000,0.000,4.070,1,94.820,2,27.207,16.543,,
g000295,100,495,10.000,17.000,9.900,3.061,0.000,0,100.000,2,5.412,2.872,,
g000296,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,115.114,38.267,1,
g000297,1000,47073,9.424,389.000,94.146,56.942,0.000,0,100.000,12,5.275,0.990,1,
g000298,2326,1776330,65.693,1605.000,1527.369,22.703,0.000,0,100.000,16,0.014,0.014,1,
g000299,640,960,0.469,12.000,3.000,1.718,0.000,0,100.000,3,108.732,29.803,1,
g000300,160,219,1.722,4.000,2.737,0.810,0.000,0,100.000,7,540796.767,430244.474,1,
g000301,600,4831,2.688,30.000,16.103,3.883,0.000,0,100.000,1,2.353,1.237,1,
g000302,317,476,0.950,4.000,3.003,0.686,0.000,0,100.000,2,8.563,3.962,1,
g000303,640,40896,20.000,157.000,127.800,9.935,0.000,0,100.000,3,149.562,61.516,1,
g000304,34,153,27.273,9.000,9.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g000305,2997,935064,20.828,681.000,624.000,15.748,61.811,0,38.189,1,1.000,0.000,,
g000306,697,12712,5.241,99.000,36.476,25.308,0.000,0,100.000,1,5.000,0.000,1,
g000307,100,4906,99.111,99.000,98.120,0.875,49.490,0,50.510,2,25.355,14.428,,
g000308,29,203,50.000,14.000,14.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g000309,80,160,5.063,11.000,4.000,1.844,0.000,0,100.000,3,114.594,35.009,1,
g000310,47,236,21.832,23.000,10.043,4.390,0.000,0,100.000,1,1.000,0.000,,
g000311,160,12720,100.000,159.000,159.000,0.000,0.000,0,100.000,3,108.194,29.217,1,
g000312,6537,9300214,43.534,3234.000,2845.407,113.030,40.487,0,59.513,1,1.000,0.000,1,
g000313,533,59676,42.091,258.000,223.925,11.567,0.000,0,100.000,12,1.906,2.355,1,
g000314,80,120,3.797,7.000,3.000,1.458,0.000,0,100.000,3,120.992,46.755,1,
g000315,1000,299640,59.988,643.000,599.280,15.435,0.000,0,100.000,16,0.012,0.012,1,
g000316,188,235,1.337,4.000,2.500,0.854,0.000,0,100.000,7,494997.294,343999.345,1,
g000317,2039,3548,0.171,4.000,3.480,0.597,0.000,0,100.000,2,8.977,3.997,1,
g000318,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,107.301,27.844,1,
g000319,1290,2270,0.273,4.000,3.519,0.637,0.000,0,100.000,2,8.848,3.993,1,
g000320,60,885,50.000,40.000,29.500,4.276,0.000,0,100.000,1,1.000,0.000,,
g000321,670,127516,56.898,422.000,380.645,12.651,0.000,0,100.000,12,17.036,6.080,1,
g000322,198,253,1.297,4.000,2.556,0.801,0.000,0,100.000,7,499549.020,391605.527,1,
g000323,968,233631,49.918,922.000,482.709,207.915,0.000,0,100.000,16,41.021,23.652,1,
g000324,29,203,50.000,14.000,14.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g000325,22,70,30.303,10.000,6.364,2.206,0.000,0,100.000,5,18362.543,14117.067,,
g000326,250,3147,10.111,39.000,25.176,4.298,51.732,0,48.268,3,49.158,28.939,1,
g000327,320,10208,20.000,88.000,63.800,7.272,0.000,0,100.000,3,120.875,43.634,1,
g000328,746,45506,16.376,142.000,122.000,6.350,0.000,0,100.000,12,12.588,5.245,1,
g000329,160,240,1.887,10.000,3.000,1.721,0.000,0,100.000,3,150.571,62.000,1,
g000330,300,44850,100.000,299.000,299.000,0.000,15.739,68,15.501,6,454.801,5688.321,1,
g000331,999,898,0.180,48.000,1.798,2.733,0.000,0,100.000,12,11.752,4.273,1,
g000332,656,1815,0.845,96.000,5.534,6.547,39.394,0,60.606,14,30.879,23.063,1,
g000333,200,15757,79.181,170.000,157.570,5.539,50.251,0,49.749,2,25.471,14.475,,
g000334,480,670,0.583,4.000,2.792,0.763,0.000,0,100.000,3,86.733,69.306,1,
g000335,343,1029,1.754,6.000,6.000,0.000,48.105,0,51.895,6,79852.959,60150.270,1,
g000336,493,963,0.794,6.000,3.907,0.751,0.000,0,100.000,6,12482.382,33001.308,1,
g000337,2829,5658,0.141,4.000,4.000,0.000,0.000,0,100.000,15,0.220,0.129,1,1
g000339,1000,25000,5.005,72.000,50.000,6.802,0.000,0,100.000,2,5.524,2.878,1,
g000340,211,3541,15.983,140.000,33.564,36.328,0.000,0,100.000,1,1.000,0.000,,
g000341,670,210267,93.821,644.000,627.663,6.098,0.000,0,100.000,12,10.002,4.615,1,
g000342,1820,35490,2.144,48.000,39.000,8.379,0.000,0,100.000,12,49.108,23.724,1,
g000343,895,169155,42.282,416.000,378.000,12.004,0.000,0,100.000,15,0.250,0.120,1,
g000344,60,885,50.000,37.000,29.500,4.169,0.000,0,100.000,1,1.000,0.000,,
g000345,100,2475,50.000,61.000,49.500,4.286,0.000,0,100.000,2,5.537,2.879,,
g000346,621,1242,0.645,4.000,4.000,0.000,0.000,0,100.000,2,30.242,13.114,1,1
g000347,278,478,1.241,4.000,3.439,0.658,0.000,0,100.000,2,9.050,3.979,,
g000348,640,960,0.469,13.000,3.000,1.746,0.000,0,100.000,3,115.543,38.726,1,
g000349,640,1280,0.626,11.000,4.000,1.928,0.000,0,100.000,3,150.653,61.515,1,
g000350,1250,2327,0.298,8.000,3.723,3.808,0.000,0,100.000,6,2007.735,5563.613,1,
g000351,596,824,0.465,4.000,2.765,0.798,0.000,0,100.000,7,272230.297,222424.486,1,
g000352,800,4672,1.462,123.000,11.680,11.572,50.492,0,49.508,1,1.000,0.000,1,
g000353,500,12278,9.842,68.000,49.112,6.273,49.829,0,50.171,3,50.025,28.460,1,
g000354,3983,7108,0.090,4.000,3.569,0.592,0.000,0,100.000,2,8.880,3.997,1,
g000355,1000,2000,0.400,13.000,4.000,1.977,0.000,0,100.000,2,5.469,2.861,1,
g000356,2865,4267,0.104,4.000,2.979,0.724,0.000,0,100.000,6,131948.812,104471.736,1,
g000357,370,721,1.056,11.000,3.897,0.984,0.000,0,100.000,6,14705.294,35384.278,1,
g000358,605,23881,13.070,308.000,78.945,43.984,4.962,0,95.038,16,22.914,16.705,1,
g000359,80,160,5.063,9.000,4.000,1.924,0.000,0,100.000,3,125.187,47.624,,
g000361,390,786,1.036,5.000,4.031,0.549,0.000,0,100.000,6,15781.318,36424.043,1,
g000362,552,95735,62.952,380.000,346.866,11.387,4.973,0,95.027,1,1.000,0.000,1,
g000363,2000,19990,1.000,40.000,19.990,4.562,0.000,0,100.000,1,1.000,0.000,1,
g000364,100,180,3.636,4.000,3.600,0.566,0.000,0,100.000,4,591.222,466.941,1,
g000366,853,1590,0.438,6.000,3.728,0.827,0.000,0,100.000,6,9378.482,29130.568,1,
g000367,595,29544,16.718,104.000,99.308,1.170,0.000,0,100.000,16,0.011,0.011,1,
g000369,254,361,1.124,4.000,2.843,0.803,0.000,0,100.000,7,417973.986,320849.125,1,
g000370,559,55732,35.735,523.000,199.399,120.193,0.000,0,100.000,12,12.958,1.118,1,
g000372,138,257,2.719,5.000,3.725,0.814,0.000,0,100.000,4,225.654,412.651,1,
g000373,11628,321300,0.475,70.000,55.263,11.255,0.000,0,100.000,12,36.173,7308.418,1,
g000374,66,605,28.205,20.000,18.333,3.727,0.000,0,100.000,15,0.000,0.000,1,
g000375,352,14612,23.653,232.000,83.023,35.124,0.000,0,100.000,1,1.000,0.000,,
g000376,50,1209,98.694,49.000,48.360,0.656,100.000,0,0.000,3,50.758,28.303,,
g000377,3398,3966,0.069,4.000,2.334,0.798,0.000,0,100.000,3,114.604,69.215,1,
g000378,1416,1978,0.197,4.000,2.794,0.782,0.000,0,100.000,5,444.036,473.564,1,
g000379,660,1320,0.607,4.000,4.000,0.000,0.000,0,100.000,16,0.122,0.109,1,1
g000380,712,1217,0.481,4.000,3.419,0.622,0.000,0,100.000,2,8.846,3.990,1,
g000383,3636,6789,0.103,4.000,3.734,0.490,0.000,0,100.000,2,8.952,3.998,1,
g000384,40,240,30.769,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g000385,3360,4478764,79.367,2742.000,2665.931,23.649,90.939,0,9.061,1,1.000,0.000,,
g000386,100,2475,50.000,59.000,49.500,4.880,0.000,0,100.000,1,1.000,0.000,,
g000388,6163,804818,4.239,318.000,261.177,15.802,0.104,0,99.896,15,15.480,5.023,1,
g000390,500,12458,9.986,68.000,49.832,6.664,0.000,0,100.000,1,1.000,0.000,1,
g000391,100,495,10.000,15.000,9.900,2.512,0.000,0,100.000,2,5.477,2.782,1,
g000392,4045,79608,0.973,62.000,39.361,6.388,0.000,0,100.000,13,1.457,0.195,1,
g000393,640,4135,2.022,28.000,12.922,3.585,0.000,0,100.000,3,101.837,16.103,1,
g000394,58,1653,100.000,57.000,57.000,0.000,0.000,0,100.000,4,2131.667,1408.477,,
g000395,125,375,4.839,6.000,6.000,0.000,49.333,0,50.667,6,78176.680,59280.806,1,
g000396,650,9750,4.622,37.000,30.000,2.617,38.974,0,61.026,15,39.776,30.340,1,
g000398,1000,49479,9.906,132.000,98.958,9.676,49.841,0,50.159,3,50.151,28.695,1,
g000399,100,1425,28.788,40.000,28.500,4.608,51.018,0,48.982,2,25.726,14.305,1,
g000400,2382,2674,0.094,4.000,2.245,0.670,0.000,0,100.000,3,143.603,113.727,1,
g000401,50,122,9.959,10.000,4.880,2.075,51.639,0,48.361,3,49.262,30.125,,
g000402,125,750,9.677,12.000,12.000,0.000,0.000,0,100.000,3,126.123,40.701,1,
g000403,800,19176,6.000,66.000,47.940,6.517,0.000,0,100.000,1,1.000,0.000,1,
g000404,969,20808,4.437,48.000,42.947,8.018,0.000,0,100.000,12,46.075,12.837,1,
g000406,850,105582,29.261,687.000,248.428,130.954,0.000,0,100.000,13,0.667,0.131,1,
g000407,320,480,0.940,11.000,3.000,1.734,0.000,0,100.000,3,147.079,61.791,1,
g000408,868,145386,38.638,387.000,334.991,11.627,0.000,0,100.000,12,1.565,1.086,1,
g000409,659,29655,13.678,109.000,90.000,5.573,43.416,0,56.584,1,1.000,0.000,1,
g000412,100,2475,50.000,61.000,49.500,4.805,46.384,4,48.646,2,5.366,3.035,,
g000413,4533,1722650,16.771,853.000,760.049,25.129,0.000,0,100.000,15,0.054,0.009,1,
g000414,100,2475,50.000,60.000,49.500,4.953,0.000,0,100.000,1,1.000,0.000,,
g000415,19112,35665,0.020,4.000,3.732,0.449,0.000,0,100.000,3,58.084,42.244,1,
g000416,581,489,0.290,23.000,1.683,2.168,5.930,3,90.593,2,11.836,7.480,1,
g000417,300,44850,100.000,299.000,299.000,0.000,39.086,22,38.401,6,504.093,5874.254,1,
g000418,320,640,1.254,12.000,4.000,1.948,0.000,0,100.000,3,151.047,62.718,1,
g000419,150,8827,78.989,129.000,117.693,4.794,49.473,0,50.527,2,25.721,14.471,,
g000420,4520,858155,8.403,1639.000,379.715,232.477,0.000,0,100.000,12,1.492,0.830,1,
g000421,2034,7756,0.375,119.000,7.626,11.559,0.000,0,100.000,7,7.265,0.000,1,
g000422,80,3160,100.000,79.000,79.000,0.000,0.000,0,100.000,3,139.554,56.322,1,
g000423,35,315,52.941,18.000,18.000,0.000,0.000,0,100.000,1,1.000,0.000,,
