graphname clust_min clust_max clust_mean clust_stdev clust_const deg_min deg_max deg_mean deg_stdev deg_const percent_pos weight_min weight_max weight_mean weight_stdev weight_const chromatic disconnected assortativity avg_neighbor_deg_min avg_neighbor_deg_max avg_neighbor_deg_mean avg_neighbor_deg_stdev avg_neighbor_deg_const avg_deg_conn_min avg_deg_conn_max avg_deg_conn_mean avg_deg_conn_stdev avg_deg_conn_const core_min core_max core_mean core_stdev core_const mis clust_log_kurtosis deg_log_kurtosis weight_log_kurtosis avg_neighbor_deg_log_kurtosis avg_deg_conn_log_kurtosis core_log_kurtosis clust_log_abs_skew deg_log_abs_skew weight_log_abs_skew avg_neighbor_deg_log_abs_skew avg_deg_conn_log_abs_skew core_log_abs_skew clust_skew_positive deg_skew_positive weight_skew_positive avg_neighbor_deg_skew_positive avg_deg_conn_skew_positive core_skew_positive log_n log_m log_norm_ev1 log_norm_ev2 log_ev_ratio density_%_*_1000 permutation_1 permutation_2 permutation_3
culberson21 0 0 0 0 1 0,00138536 0,0034634 0,00202005 0,000248026 0 1 0,115287 1 0,611509 0,131424 0 0,00161588 0 -0,164647 0,00178418 0,00250684 0,00205571 0,0000873448 0 0,00186254 0,00221145 0,00201102 0,000104976 0 0,00138536 0,00161625 0,0016154 0,0000140063 0 0,246768 0 1,61099 1,36822 1,46799 1,1783 5,59751 0 0,484471 0,2619 0,286233 0,336548 2,85435 1 1 0 1 1 0 8,37378 9,84956 6,18655 1,52148 4,66507 202 2300 1551 370
culberson22 0 0 0 0 1 0,00268025 0,00509247 0,00364634 0,000320255 0 1 1 1 1 0 1 0,00241158 0 -0,109853 0,00336706 0,00406504 0,00367759 0,0000898527 0 0,00354075 0,00377915 0,00365663 0,0000814655 0 0,00268025 0,00294827 0,00294777 0,000011597 0 0,195338 0 1,47829 0 1395 1,0039 6,27692 0 0,295733 0 0,104941 0,10895 3,17909 1 1 1 1 1 0 8,2247 10142 6,17908 1,41132 4,76776 365 2052 42 1310
culberson23 0 0 0 0 1 0,00231725 0,00442385 0,00304444 0,000260493 0 1 0,424152 1 0,838151 0,0647052 0 0,00189553 0 -0,110628 0,0028439 0,00337055 0,00306923 0,000071119 0 0,00288904 0,00314925 0,00304275 0,0000706719 0 0,00231725 0,00252791 0,00252742 0,0000101279 0 0,186605 0 1,48079 1,63082 1,42671 1,36058 6,06527 0 0,319819 0,593873 0,205213 0,326482 3,07748 1 1 0 1 0 0 8,46548 10,4432 7,00096 2,08084 4,92012 304 135 1118 235
culberson24 0 0 0 0 1 0,00161082 0,00418814 0,00251839 0,000390337 0 1 0,0243902 1 0,51287 0,287999 0 0,00193237 0 -0,176353 0,00215851 0,00315722 0,0025901 0,000141985 0 0,00240729 0,00281427 0,00256006 0,000130609 0 0,00161082 0,00193299 0,00192915 0,0000349579 0 0,267955 0 1,48416 1,03156 1,4302 1,17102 4,41801 0 0,376954 0,00737453 0,308139 0,540714 2,3022 1 1 1 1 1 0 8,04077 9,40393 7,77157 3,51111 4,26046 252 1249 2434 2425
culberson25 0 0 0 0 1 0,0010005 0,00550275 0,00197899 0,000553464 0 1 0,0254744 1 0,0428533 0,0357181 0 2 0 -0,222452 0,00150075 0,00425213 0,00217513 0,000308402 0 0,00188983 0,00269327 0,0021015 0,000257842 0 0,0010005 0,00150075 0,00147349 0,000113558 0 0,3945 0 1,68168 5,32298 1,8873 1,53846 2,85683 0 0,610998 2,4622 0,704327 0,861675 1,59434 1 1 1 1 1 0 7,6009 8,28299 5,09295 2,83557 2,25739 198 676 1745 872
culberson26 0 0 0 0 1 0,00040032 0,00220176 0,000903585 0,000212879 0 1 0,059721 1 0,086508 0,0417928 0 0,0010006 0 -0,223188 0,00070056 0,00173472 0,000966939 0,000111899 0 0,000773952 0,00146117 0,000953045 0,000189756 0 0,00040032 0,00060048 0,00060008 0,00000894516 0 0,367821 0 1,79772 4,28138 1,84956 1,84048 6,21201 0 0,679905 1,95206 0,679531 1,02954 3,14789 1 1 1 1 1 0 8,51659 9,3307 5357 1,98253 3,37447 90 2612 2226 1704
culberson27 0 0 0 0 1 0,000616333 0,003698 0,00153134 0,000319215 0 1 0,372036 1 0,811832 0,0753523 0 0,00154036 0 -0,195581 0,00118864 0,00236261 0,00161304 0,000151221 0 0,00138675 0,00215716 0,00161478 0,000211151 0 0,000616333 0,00123267 0,00121719 0,0000677337 0 0,347197 0 1,76365 1,56074 1,60639 1,67392 3,00591 0 0,600603 0,513773 0,52011 0,915722 1,64979 1 1 0 1 1 0 8,08518 8,99529 6,56897 2,33112 4,23785 153 1483 320 413
culberson28 0 0 0 0 1 0,0015444 0,00617761 0,00290529 0,000807388 0 1 0,0597311 1 0,0866751 0,0440246 0 0,00308642 0 -0,236174 0,00212355 0,00540541 0,00319251 0,000442855 0 0,00258205 0,00382056 0,00306568 0,000374557 0 0,0015444 0,0023166 0,0022451 0,000223831 0 0,405864 0 1,57047 4,65076 1,62117 1,34191 2,29274 0 0,518873 2,10293 0,571401 0,620678 1,33791 1 1 1 1 1 0 7,16704 7,79893 4,68606 2,1036 2,58247 291 2292 37 1591
culberson29 0,332347 0,336914 0,334173 0,000995966 0 0,289557 375 0,334095 0,0134038 0 0,918376 -0,0777778 1 0,461056 0,314314 0 0,0766798 0 0,000478065 0,333039 0,336312 0,334632 0,000534787 0 0,333687 0,335431 0,334639 0,000264122 0 0,289557 0,301424 0,301354 0,00061647 0 0,0126482 1,55105 1,37436 1,02963 1,33122 1,84361 5,32682 0,581977 0,0349468 0,000556957 0,00831496 0,410974 2,62518 1 0 0 1 0 0 7,14283 12,4954 7,96298 2,07734 5,88565 33409 511 1170 2591
culberson3 0 0 0 0 1 0,00244798 0,00795594 0,00427985 0,00069109 0 1 0,155556 1 0,579267 0,251385 0 0,00366972 0 -0,193462 0,00367197 0,00550796 0,00441449 0,000272664 0 0,00367197 0,00481866 0,00427424 0,000341216 0 0,00244798 0,00305998 0,0030596 0,0000151306 0 0,288685 0 1,61769 1,0244 1,54376 1,14874 7,39879 0 0,531381 0,0110989 0,43043 0,0038757 3,72323 1 1 0 1 1 0 7,3994 8,6512 7,65319 3,68219 3971 428 1344 2100 1350
culberson30 0 0 0 0 1 0,00555318 0,00790261 0,00662626 0,000347862 0 0,566744 -0,692308 1 0,155212 0,510721 0 0,00298954 0 -0,0470099 0,00642888 0,00689361 0,00664538 0,0000641434 0 0,0066033 0,00668579 0,00664432 0,0000278455 0 0,00555318 0,00576677 0,00576626 0,0000103393 0 0,111467 0 1,39146 1,02788 1,39008 0,961248 6,05145 0 0,0990098 0,00670583 0,0559587 0,15833 3,07086 1 1 0 1 1 0 8,45169 11,1933 5,75112 1,64568 4,10544 663 707 441 1625
culberson31 0 0 0 0 1 0,00119 0,00476002 0,00232307 0,000418111 0 1 0,05 1 0,528095 0,277582 0 0,00237906 0 -0,218214 0,00191723 0,00330557 0,00241623 0,000185372 0 0,00191723 0,00317334 0,00238182 0,000326488 0 0,00119 0,00158667 0,00158636 0,000011166 0 0,318795 0 1,65734 1,03245 1,51112 1,60411 7,13887 0 0,553583 0,0225386 0,425982 0,769192 3,59644 1 1 0 1 1 0 7,83281 8,90721 8,5934 4,56828 4,02512 232 2517 2086 839
culberson32 0 0 0 0 1 0,00126422 0,005689 0,00282314 0,000658119 0 1 0,000239769 1 0,498405 0,28604 0 0,00315856 0 -0,239086 0,00221239 0,00421408 0,00301811 0,000334906 0 0,00259868 0,00372946 0,00297689 0,000372653 0 0,00126422 0,00189633 0,00189434 0,0000354692 0 0,362603 0 1,60197 1,03545 1,49854 1,2616 5,75449 0 0,572884 0,0114112 0,490712 0,65239 2929 1 1 0 1 1 0 7,36708 8,17047 8,1326 4,51554 3,61706 282 2327 268 1386
culberson33 0 0 0 0 1 0,00100452 0,00326469 0,00159442 0,000268437 0 0,537804 -0,996509 1 0,0224778 0,260479 0 0,0015064 0 -0,197278 0,00131843 0,00219739 0,0016493 0,000113301 0 0,00141019 0,00189693 0,00160314 0,000138069 0 0,00100452 0,00125565 0,00125256 0,0000276824 0 0,3058 0 1,73333 1,39573 1,56325 1,36126 4,38575 0 0,603255 0,0165848 0,441713 0,570581 2,28733 1 1 0 1 1 0 8,28979 9,44494 7,22173 4,00786 3,21386 159 1714 2448 2489
culberson34 0 0 0 0 1 0,00361011 0,00812274 0,00524378 0,000552243 0 0,702896 -1 1 0,405791 0,913966 0 0,00360848 0 -0,126921 0,00483497 0,00595668 0,00530944 0,000163563 0 0,00491376 0,00551388 0,00522613 0,000201145 0 0,00361011 0,00406137 0,00406056 0,0000191507 0 0,211998 0 1,4646 1,02551 1,43034 1,04163 6,31581 0 0,211386 0,635507 0,220872 0,11298 3,19781 1 1 0 1 0 0 7,70391 9,46351 3,80543 0,21591 3,58952 524 861 768 116
culberson35 0 0 0 0 1 0,00560813 0,0112163 0,00840188 0,000614131 0 1 0,00734354 1 0,321635 0,154804 0 0,00420463 0 -0,0604626 0,00798549 0,00890875 0,00844947 0,000125674 0 0,00817476 0,00869699 0,0084389 0,000128151 0 0,00560813 0,00701016 0,00700906 0,0000314461 0 0,132446 0 1,45936 1,42254 1,40976 1,29594 7,30196 0 0,183702 0,476484 0,0952578 0,0268913 3,61862 1 1 1 1 1 0 7,95648 10,4402 3,27061 -1,59653 4,86714 840 1229 2182 989
culberson36 0 0 0 0 1 0,000547196 0,00300958 0,00118674 0,00029281 0 1 0,106506 1 0,416677 0,123792 0 0,00136761 0 -0,211392 0,000911993 0,00218878 0,00127728 0,000153448 0 0,000957592 0,00177839 0,00122714 0,000217738 0 0,000547196 0,000820793 0,000818848 0,0000229904 0 0,376368 0 1,79187 1,4673 1,8051 1,69648 4,93894 0 0,681442 0,449714 0,665814 0,878143 2,54406 1 1 1 1 1 0 8,20412 8,97828 4,19256 0,0795649 4,11299 119 1798 523 2114
culberson37 0 0 0 0 1 0,000892857 0,00357143 0,00183229 0,000313518 0 1 1 1 1 0 1 0,00178518 0 -0,202595 0,00152116 0,00245536 0,00189776 0,000133885 0 0,0016121 0,00228175 0,00188576 0,00018757 0 0,000892857 0,0014881 0,00147773 0,0000550348 0 0,308242 0 1,59254 0 1,53155 1,33599 3,4076 0 0,506347 0 0,452734 0,588572 1,82717 1 1 1 1 1 0 8,11999 9,24436 6,69594 2,3359 4,36004 183 2113 416 350
culberson38 0 0 0 0 1 0,00179533 0,00388989 0,00247165 0,000317825 0 1 0,000996095 1 0,04637 0,0529941 0 0,00209393 0 -0,170585 0,0021278 0,00299222 0,00251979 0,000114799 0 0,00238457 0,00268635 0,00248701 0,000101227 0 0,00179533 0,00179533 0,00179533 0 1 0,253664 0 1,59142 3,65715 1,47813 1,20077 0 0 0,471691 1674 0,294415 0,584006 0 1 1 1 1 1 1 8,11462 9,53293 -13,3216 -16,5037 3,18203 247 1588 2283 1540
culberson39 0 0 0 0 1 0,00098264 0,00393056 0,00196163 0,000359437 0 0,623291 -0,625224 1 0,193987 0,468753 0 0,00196464 0 -0,212737 0,00158314 0,00278415 0,0020427 0,000154804 0 0,00178662 0,00229283 0,00199229 0,000173192 0 0,00098264 0,00131019 0,00131008 0,00000592608 0 0,319908 0 1,61027 1,03054 1,55443 1,10615 8,02388 0 0,529733 0,0164751 0,43366 0,488529 4,02955 1 1 0 1 1 0 8,02421 9,12096 6,16208 2,69825 3,46383 196 1716 2394 152
culberson4 0 0 0 0 1 0,00680735 0,0105514 0,00862396 0,000551314 0 0,918513 -0,0777778 1 0,460987 0,313714 0 0,00408302 0 -0,0681093 0,00830749 0,00914351 0,00866161 0,00011143 0 0,00847515 0,00875968 0,00863406 0,0000822448 0 0,00680735 0,00748809 0,00748461 0,0000353456 0 0,124872 0 1,39019 1,03107 1,3961 1,13919 4,83226 0 0,157211 0,00539236 0,0697728 0,190177 2,45464 1 1 0 1 0 0 7,98582 10525 8,40369 3,58852 4,81517 862 1233 2581 589
culberson40 0 0 0 0 1 0,00221435 0,0044287 0,00316725 0,00027058 0 1 1 1 1 0 1 0,00199247 0 -0,106079 0,00294378 0,00346915 0,00319285 0,0000742914 0 0,0030975 0,00331616 0,0031881 0,0000605866 0 0,00221435 0,00265722 0,00265634 0,0000147081 0 0,185964 0 1,47308 0 1,3945 1,29736 5,88787 0 0,286415 0 0,0897357 0,382059 2,94187 1 1 1 1 1 0 8,4156 10,3829 5,5827 0,698867 4,88383 317 564 460 1025
culberson41 0 0 0 0 1 0,00197239 0,00887574 0,00486004 0,0010386 0 1 1 1 1 0 1 0,00492611 0 -0,226535 0,0035503 0,00756082 0,00513685 0,000504057 0 0,00431003 0,00690335 0,00521564 0,000777287 0 0,00197239 0,00394477 0,0038719 0,000261671 0 0,349754 0 1,54223 0 1,5742 1,41949 2,66831 0 0,512792 0 0,51146 0,720721 1,48502 1 1 1 1 1 0 6,92264 7,82445 5,53083 1,90976 3,62106 486 1197 1206 2007
culberson42 0 0 0 0 1 0,00815101 0,01287 0,0101069 0,000663656 0 1 0,00734354 1 0,321601 0,154931 0 0,00471698 0 -0,0683748 0,00969847 0,0106347 0,0101535 0,00013847 0 0,00992125 0,0103005 0,0101222 0,000111037 0 0,00815101 0,00858001 0,00857909 0,0000198432 0 0,131647 0 1,42842 1,42585 1,38154 1,13521 6,1429 0 0,176082 0,475841 0,0877634 0,197169 3,1147 1 1 1 1 0 0 7,75448 10,2208 3,16714 -1,59554 4,76268 1011 337 1550 438
culberson43 0 0 0 0 1 0,000657606 0,00241122 0,00113814 0,000237009 0 0,238308 -1 1 -0,523383 0,852097 0 0,00109577 0 -0,218802 0,000920649 0,00182668 0,00119991 0,000113858 0 0,00101491 0,00144559 0,00116881 0,000119141 0 0,000657606 0,000876808 0,00087114 0,0000347913 0 0,344291 0 1,71555 1,25536 1,64683 1,53902 3,62956 0 0,616327 0,80131 0,568119 0,783203 1,94228 1 1 1 1 1 0 8,42574 9,37975 4,49076 0,432113 4,05865 114 2428 1143 2457
culberson44 0 0 0 0 1 0,000686342 0,00446122 0,00165876 0,000368671 0 1 1 1 1 0 1 0,00171527 0 -0,209739 0,00131549 0,00291695 0,00176077 0,000183807 0 0,00150137 0,00265957 0,00177138 0,000334934 0 0,000686342 0,00137268 0,00132171 0,000122704 0 0,352316 0 1,84422 0 1,8712 1809 1,83273 0 0,659296 0 0,699577 1,02048 1,10573 1 1 1 1 1 0 7,97763 8,86007 6,07342 1,92103 4,15239 166 331 274 2066
culberson45 0 0 0 0 1 0,00560813 0,0112163 0,00840188 0,000614131 0 0,93811 -0,0425532 1 0,477229 0,307776 0 0,00420463 0 -0,0604626 0,00798549 0,00890875 0,00844947 0,000125674 0 0,00817476 0,00869699 0,0084389 0,000128151 0 0,00560813 0,00701016 0,00700906 0,0000314461 0 0,132446 0 1,45936 1,0284 1,40976 1,29594 7,30196 0 0,183702 0,00490186 0,0952578 0,0268913 3,61862 1 1 1 1 1 0 7,95648 10,4402 7,7742 2,99851 4,7757 840 984 1339 730
culberson47 0 0 0 0 1 0,0327911 0,0399085 0,0361793 0,00101071 0 0,906775 -0,091954 1 0,454353 318 0 0,0094028 0 -0,00823766 0,0359135 0,0364922 0,0362078 0,0000878429 0 0,0361286 0,0363015 0,0362057 0,0000327218 0 0,0327911 0,0335536 0,0335523 0,0000232387 0 0,0376112 0 1,34688 1,0306 1,3856 1,82242 6,46084 0 0,0115729 0,00271731 0,0136983 0,156551 3,16859 1 1 0 1 1 0 8,27767 12,5427 8495 2,84066 5,65434 3618 919 276 1946
culberson48 0 0 0 0 1 0,0092291 0,014658 0,0115306 0,000829386 0 1 1 1 1 0 1 0,00596853 0 -0,073143 0,0110938 0,0123959 0,0115946 0,000181106 0 0,0113805 0,0118584 0,0115816 0,000141679 0 0,0092291 0,00977199 0,00976963 0,0000356901 0 0,141074 0 1,42407 0 1,41083 1,17877 5,43538 0 0,172846 0 0,149796 0,390086 2,77752 1 1 1 1 1 0 7,51915 9,88186 5,12483 0,358439 4,76639 1153 2339 2299 2327
culberson49 0,357814 0,364709 0,361823 0,00161431 0 0,321179 0,403413 0,361709 0,0133853 0 1 0,00795513 1 0,0135638 0,0116219 0 0,0829457 0 -0,00293902 0,3606 0,36375 0,362206 0,0005031 0 0,361321 0,362871 0,362201 0,000231789 0 0,321179 0,328161 0,328125 0,000381047 0 0,0108527 1,32348 1,33073 6,43596 1,3765 1,81347 5,32158 0,273754 0,0394981 2,82072 0,0511184 0,221348 2,6545 0 0 1 0 0 0 7,1624 12614 4,78115 -0,503244 5,2844 36171 308 83 886
culberson5 0,101032 0,113417 0,108604 0,00304319 0 0,0800681 0,140545 0,109248 0,00932162 0 1 0,00952533 1 0,0157461 0,012958 0 0,0306383 0 -0,00677512 0,107249 0,112408 0,110048 0,000804568 0 0,109014 0,110618 0,110019 0,000251385 0 0,0800681 0,0902896 0,0901823 0,000760792 0 0,0382979 1,39048 1,3829 6,87682 1,35747 1,94385 4,7193 0,448499 0,00189929 3,03957 0,0260475 0,554708 2,38007 0 1 1 0 0 0 7,06902 11,2299 4,70657 0,51449 4,19208 10925 382 2215 1776
culberson50 0 0 0 0 1 0,0068918 0,0106823 0,00901347 0,000521008 0 1 0,0000271832 1 0,500233 0,287667 0 0,00447813 0 -0,0622492 0,00865782 0,00940443 0,00904546 0,000102901 0 0,00894543 0,00938597 0,00907939 0,000109455 0 0,0068918 0,00792557 0,00791987 0,0000475197 0 0,12711 0 1,39801 1032 1,4045 1,85865 4,86387 0 0,0512311 0,000544292 0,0080773 0,954071 2,3873 1 1 1 1 1 0 7,9735 10,5445 8,39488 3,50979 4,88509 901 1368 670 1594
culberson51 0 0 0 0 1 0,0013465 0,00336625 0,00193652 0,00025684 0 0,669787 -0,500035 1 0,249451 0,431249 0 0,00157056 0 -0,158952 0,00168312 0,00243118 0,0019762 0,0000904511 0 0,00182525 0,00210423 0,00193306 0,0000880935 0 0,0013465 0,00157092 0,00156654 0,0000310465 0 0,255777 0 1,61591 1,03283 1,48786 1,15931 3,91701 0 0,46541 0,00015196 0,326723 0,451824 2,07269 1 1 0 1 1 0 8,40223 9,86423 6,41924 2,43613 3,98311 194 2181 378 215
culberson52 0 0 0 0 1 0,00126422 0,005689 0,00282314 0,000658119 0 1 0,0365056 1 0,0609284 0,045031 0 0,00315856 0 -0,239086 0,00221239 0,00421408 0,00301811 0,000334906 0 0,00259868 0,00372946 0,00297689 0,000372653 0 0,00126422 0,00189633 0,00189434 0,0000354692 0 0,362603 0 1,60197 4,7552 1,49854 1,2616 5,75449 0 0,572884 2,21539 0,490712 0,65239 2929 1 1 1 1 1 0 7,36708 8,17047 4,93924 2,39681 2,54243 282 1284 1031 1305
culberson53 0 0 0 0 1 0,000686342 0,00446122 0,00165876 0,000368671 0 1 0,200471 1 0,667824 0,128902 0 0,00171527 0 -0,209739 0,00131549 0,00291695 0,00176077 0,000183807 0 0,00150137 0,00265957 0,00177138 0,000334934 0 0,000686342 0,00137268 0,00132171 0,000122704 0 0,352316 0 1,84422 1,3226 1,8712 1809 1,83273 0 0,659296 0,252463 0,699577 1,02048 1,10573 1 1 0 1 1 0 7,97763 8,86007 4,25023 0,107711 4,14252 166 1825 102 2519
culberson54 0 0 0 0 1 0,00462963 0,00925926 0,00636005 0,000654982 0 0,622671 -0,625224 1 0,192932 0,468475 0 0,00462695 0 -0,125172 0,00583526 0,00733025 0,00643607 0,000200608 0 0,00614712 0,00668848 0,00638071 0,000184779 0 0,00462963 0,00520833 0,00520398 0,000049991 0 0,211105 0 1,44614 1,03109 1,47912 1,03417 4,88286 0 0,231926 0,0148058 0,247189 0,244977 2,51786 1 1 0 1 1 0 7,4553 9,15915 5,73221 2,35465 3,37756 636 546 1055 610
culberson55 0 0 0 0 1 0,00104822 0,00314465 0,00161984 0,000297292 0 0,934983 -0,0425532 1 0,471905 0,308184 0 0,00157192 0 -0,193668 0,00131027 0,002424 0,00168584 0,000125584 0 0,00138307 0,00188489 0,00162287 0,000134418 0 0,00104822 0,00131027 0,00129551 0,0000604172 0 0,312025 0 1,6267 1,02999 1,59704 1,35359 2,82216 0 0,550714 0,027878 0,473741 0,233893 1,57873 1 1 1 1 1 0 8,24722 9,3756 7,94633 3,73658 4,20974 162 2353 901 356
culberson56 0,987313 0,987423 0,987366 0,0000236026 0 0,97942 0,994939 0,987436 0,00210526 0 1 0,000000063615 1 0,499909 0,288652 0 0,144688 0 0,999996 0,987402 0,987515 0,987441 0,000018311 0 0,987416 0,987507 0,987448 0,000029197 0 0,97942 0,980094 0,980094 0,0000123899 0 0,00505902 1,48975 1,40023 1,02974 1,59761 1,10954 7,9943 0,0286751 0,148652 0,00108615 0,666655 0,509569 4,01502 1 0 1 1 1 0 7,99463 15,2831 8,3975 0,554391 7,84311 98744 586 1474 2082
culberson57 0 0 0 0 1 0,00289226 0,00723066 0,00439902 0,00046575 0 1 3,05907E-22 1 0,000113676 0,00819766 0 0,00289122 0 -0,125626 0,00404465 0,00498915 0,00445462 0,000137502 0 0,00421505 0,00462126 0,00442147 0,000138902 0 0,00289226 0,00361533 0,00361036 0,0000453188 0 0,204554 0 1,53535 9,49251 1,40354 0,989781 4,7333 0 0,302376 4,71962 0,191349 0,0168389 2,39289 1 1 1 1 1 0 7,92552 9,73116 23,0259 23,0259 -0,50575 440 1681 262 1748
culberson58 0 0 0 0 1 0,000988142 0,00494071 0,00199044 0,000490808 0 1 0,0365056 1 0,0607914 0,0440592 0 0,00246914 0 -0,22896 0,00156456 0,0034585 0,00214411 0,000265243 0 0,00167984 0,00272314 0,00206298 0,000306249 0 0,000988142 0,00148221 0,00147099 0,000073615 0 0,384691 0 1,6596 4,72017 1,62768 1,42389 3,76225 0 0,59006 2,18836 0,555148 0,669782 2,00238 1 1 1 1 1 0 7,61332 8,31361 5,06542 2,52468 2,54074 199 2044 2243 1166
culberson59 0 0 0 0 1 0,00361011 0,00812274 0,00524378 0,000552243 0 0,447248 -1 1 -0,105504 0,994419 0 0,00360848 0 -0,126921 0,00483497 0,00595668 0,00530944 0,000163563 0 0,00491376 0,00551388 0,00522613 0,000201145 0 0,00361011 0,00406137 0,00406056 0,0000191507 0 0,211998 0 1,4646 0,71541 1,43034 1,04163 6,31581 0 0,211386 0,192431 0,220872 0,11298 3,19781 1 1 1 1 0 0 7,70391 9,46351 3,3824 0,14283 3,23957 524 2023 289 809
culberson6 0 0 0 0 1 0,000657606 0,00241122 0,00113814 0,000237009 0 1 0,155556 1 0,579697 0,251188 0 0,00109577 0 -0,218802 0,000920649 0,00182668 0,00119991 0,000113858 0 0,00101491 0,00144559 0,00116881 0,000119141 0 0,000657606 0,000876808 0,00087114 0,0000347913 0 0,344291 0 1,71555 1,02729 1,64683 1,53902 3,62956 0 0,616327 0,0150007 0,568119 0,783203 1,94228 1 1 0 1 1 0 8,42574 9,37975 8,18996 3,88035 4,30961 114 2172 433 1954
culberson60 0 0 0 0 1 0,00224871 0,00427254 0,00318671 0,00027424 0 1 0,00734354 1 0,321704 0,154739 0 0,00202338 0 -0,105819 0,00298328 0,00355705 0,00321283 0,000074675 0 0,00309375 0,00331109 0,00320826 0,0000697608 0 0,00224871 0,00269845 0,00269617 0,0000230031 0 0,184353 0 1,45012 1,42419 1,40968 1,03862 4,77033 0 0,234652 0,475932 0,18052 0,0374686 2,43482 1 1 1 1 1 0 8,40021 10,3583 3,50077 -1,26239 4,76315 319 2144 2195 595
culberson61 0 0 0 0 1 0,00224871 0,00427254 0,00318671 0,00027424 0 0,93816 -0,0425532 1 0,476908 0,307486 0 0,00202338 0 -0,105819 0,00298328 0,00355705 0,00321283 0,000074675 0 0,00309375 0,00331109 0,00320826 0,0000697608 0 0,00224871 0,00269845 0,00269617 0,0000230031 0 0,184353 0 1,45012 1,02947 1,40968 1,03862 4,77033 0 0,234652 0,00671259 0,18052 0,0374686 2,43482 1 1 1 1 1 0 8,40021 10,3583 8,00565 3,3018 4,70385 319 2511 1341 1773
culberson62 0,332347 0,336914 0,334173 0,000995966 0 0,289557 375 0,334095 0,0134038 0 0,906729 -0,091954 1 0,45438 0,318063 0 0,0766798 0 0,000478065 0,333039 0,336312 0,334632 0,000534787 0 0,333687 0,335431 0,334639 0,000264122 0 0,289557 0,301424 0,301354 0,00061647 0 0,0126482 1,55105 1,37436 1,03034 1,33122 1,84361 5,32682 0,581977 0,0349468 0,00272212 0,00831496 0,410974 2,62518 1 0 0 1 0 0 7,14283 12,4954 7,91442 2,03975 5,87467 33409 1975 123 973
culberson64 0 0 0 0 1 0,00141844 0,0035461 0,0020572 0,000256561 0 1 0,00276472 1 0,00632502 0,012783 0 0,00165446 0 -0,169722 0,00182033 0,00260047 0,0020949 0,0000909394 0 0,00187549 0,00230042 0,00205596 0,000114244 0 0,00141844 0,00165485 0,00165323 0,0000195049 0 0,251241 0 1,64912 7,71569 1,51603 1,36765 4,97607 0 0,479863 3,60682 0,333034 0,494764 2,56142 1 1 1 1 1 0 8,35019 9,82059 5848 4,06537 1,78263 206 139 266 1984
culberson65 0 0 0 0 1 0,000817661 0,00490597 0,00166439 0,000449163 0 0,627585 -0,62519 1 0,199238 0,466962 0 0,00163465 0 -0,233443 0,00122649 0,00347506 0,00181986 0,000252849 0 0,00147179 0,00236497 0,00171252 0,000257372 0 0,000817661 0,00122649 0,00121363 0,0000713722 0 0,393134 0 1,82982 1,03104 1,89261 1,68016 3,42789 0 0,674489 0,017749 0,723057 0,918734 1,85123 1 1 0 1 1 0 7,80262 8,51339 6,1764 2,90737 3,26902 166 340 417 2386
culberson66 0,546608 0,560335 0,553123 0,00364019 0 0,595083 0,657236 0,62834 0,0115105 0 1 0,340843 1 0,821278 0,0632584 0 0,0069541 0 0,99965 0,622808 0,634794 0,628599 0,00306423 0 0,623081 0,634173 0,62888 0,00360699 0 0,595083 0,602041 0,602019 0,000284244 0 0,104312 1,18547 1,24269 1,62487 1,13066 0,94216 5,78854 0,385813 0,139858 0,593601 0,171292 0,00309871 2,87221 1 0 0 1 0 0 7,67647 14,1947 6,59628 1,67629 4,92 62834 486 2326 1768
culberson67 0 0 0 0 1 0,0308622 0,0410436 0,0358705 0,0013295 0 1 0,032967 1 0,515974 0,282535 0 0,00986005 0 -0,0109035 0,0355019 0,0363395 0,0359204 0,000129469 0 0,0357522 0,0361596 0,0359223 0,0000736021 0 0,0308622 0,0324531 0,0324504 0,0000525557 0 0,0454835 0 1,39422 1,02838 1,35566 1,91856 6,40882 0 0,0304234 0,00565393 0,0132828 0,571315 3,20691 1 1 1 1 1 0 8,05325 12,0852 8,55293 3,0671 5,48583 3587 223 351 527
culberson68 0 0 0 0 1 0,00129618 0,00324044 0,00188855 0,000241332 0 0,296768 -1 1 -0,406463 0,913667 0 0,00151188 0 -0,16222 0,00165623 0,00234546 0,00192456 0,0000843962 0 0,00174264 0,00205782 0,00189288 0,000092257 0 0,00129618 0,00151221 0,00151053 0,0000189749 0 0,245788 0 1,54991 1,02663 1,44951 1,16806 4,84905 0 0,445769 0,636439 0,276232 0,211841 2,50209 1 1 1 1 1 0 8,44031 9,91532 4,25842 0,19529 4,06313 189 594 2551 2505
culberson69 0 0 0 0 1 0,000598802 0,00329341 0,00146627 0,000326115 0 1 0,00426333 1 0,312316 0,180392 0 0,00149656 0 -0,233852 0,0010978 0,00229541 0,00155766 0,000159749 0 0,00129287 0,00224551 0,00155928 0,000264284 0 0,000598802 0,0011976 0,00114966 0,000110043 0 0,348698 0 1,60722 1,39767 1,52702 1,74993 1,71702 0 0,532427 0,518358 0,47993 0,970402 1,05487 1 1 1 1 1 0 8,11403 9,00957 3,39972 -0,564354 3,96408 147 1356 1284 2169
